Name/ID,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness,Delinquency  Rate
48158,Reseller,Telecommunications,0,0,5,420530.9632,420530.9632,Y,0
48253,Colo/Hosting,Data Center & Cloud Services,0,0.791126,15,2365486.668,4236883.622,Y,Low Risk
48593,Internet Content & Software,Media & Content,0,0,26,454927.7677,18270208.19,0,0
48603,Healthcare,Healthcare,0,0.346147,30,5256637.04,7076206.181,Y,High Risk
49227,Internet Content & Software,Media & Content,0,0,0,0,0,N,0
49415,Real Estate / Construction,Other Enterprise,0,0.044444,1,118274.3334,123530.9704,Y,M
49418,Regional Carrier/ISP,Telecommunications,0,0.0125,8,1051327.408,1064469.001,Y,M
49461,Manufacturing,Energy & Manufacturing,0,0.746561,26,3057411.231,5339956.051,N,Low Risk
49529,Media,Media & Content,0,0.780208,33,3942477.78,7018429.17,Y,High Risk
49612,Utilities,Energy & Manufacturing,0,0,1,57823.00744,57823.00744,Y,0
49789,Finance,Finance,0,0.860111,50,7096460.004,13200201.47,N,Low Risk
49893,Internet Content & Software,Media & Content,0,0,2,164269.9075,164269.9075,Y,Low Risk
50558,Colo/Hosting,Data Center & Cloud Services,0.166667,0,6,0,0,0,0
50714,Manufacturing,Energy & Manufacturing,0,0.674219,416,44155751.14,73926402.24,N,Low Risk
50883,Manufacturing,Energy & Manufacturing,0,0,11,2365486.668,2365486.668,Y,Low Risk
50887,Internet Content & Software,Media & Content,0.307692,0.022537,1300,317504819.7,324660416.9,N,Low Risk
51030,Engineering,Professional Services,0,0,21,11065528.48,11065528.48,N,Low Risk
51104,Commercial Systems Integrator,Professional Services,0,0,0,0,106324.6832,N,High Risk
51325,State/Local Government,Government,0,0,35,5048829.036,5048829.036,Y,Low Risk
51386,Consulting / Other Professional Services,Professional Services,0,-0.04,4,328539.815,315398.2224,Y,M
51451,Regional Carrier/ISP,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51654,Media,Media & Content,0,0.196329,55,9987610.376,11948464.78,Y,Low Risk
51721,Internet Content & Software,Media & Content,0,0.256709,230,30225662.98,37984869.27,N,Low Risk
51810,Real Estate / Construction,Other Enterprise,0,0,0,0,1832288.889,Y,High Risk
51851,Healthcare,Healthcare,25.333333,0,3,115677206.5,115677206.5,N,Low Risk
51987,Higher Education,Research & Education,0,0,3000,0,123255015.4,N,Low Risk
52017,Regional Carrier/ISP,Telecommunications,0,1.686531,30,4993805.188,13416010.08,Y,High Risk
52082,Internet Content & Software,Media & Content,0,0.071429,3,183982.2964,197123.889,Y,Low Risk
52122,Internet Content & Software,Media & Content,0,0,2,144557.5186,144557.5186,Y,0
52454,Finance,Finance,0,0,2,144557.5186,144557.5186,Y,0
52657,Consulting / Other Professional Services,Professional Services,0,0.015873,1,82792.03338,84106.19264,Y,Low Risk
53104,Colo/Hosting,Data Center & Cloud Services,0,0.125,3,210265.4816,236548.6668,Y,Low Risk
53152,Media,Media & Content,0,-0.609094,100,17478318.16,6832383.643,N,High Risk
53231,Media,Media & Content,0,0,0,0,134580.4215,N,High Risk
53372,Consulting / Other Professional Services,Professional Services,0,0.723747,40,5913716.67,10193753.34,Y,Low Risk
53524,Manufacturing,Energy & Manufacturing,0.003774,0.019043,53000,75012210561,76440701676,N,Low Risk
53638,Consulting / Other Professional Services,Professional Services,0,0.05,3,262831.852,275973.4446,Y,Low Risk
53652,Media,Media & Content,0,0,2,131415.926,131415.926,Y,Low Risk
53879,Colo/Hosting,Data Center & Cloud Services,0,0,3,157699.1112,157699.1112,Y,M
53881,Finance,Finance,2.75,7.964042,4,525663.704,4712071.783,Y,Low Risk
54292,Regional Carrier/ISP,Telecommunications,0,0.737861,22,2496902.594,4339268.456,Y,Low Risk
54306,Regional Carrier/ISP,Telecommunications,0,0,13,919911.482,919911.482,Y,High Risk
54409,Internet Content & Software,Media & Content,0,0,1,77535.39634,77535.39634,Y,0
54456,Regional Carrier/ISP,Telecommunications,0,0,1,236548.6668,236548.6668,N,Low Risk
54795,Consulting / Other Professional Services,Professional Services,0,0,0,0,959760.7332,N,Low Risk
54814,Consulting / Other Professional Services,Professional Services,0.045455,-0.067055,220,49675220.03,46344232.38,N,Low Risk
54979,Finance,Finance,0,0.121128,1460,157961943.1,177095551.2,N,Low Risk
54995,Engineering,Professional Services,0,0.435553,25,2891150.372,4150398.801,N,High Risk
54996,Legal,Professional Services,0,0.4883,100,15638495.19,23274769.77,N,Low Risk
55135,Retail,Other Enterprise,0,0.133333,2,197123.889,223407.0742,Y,Low Risk
55221,Internet Content & Software,Media & Content,0,0,4,341681.4076,341681.4076,Y,Low Risk
55287,Cable & Satellite,CATV/Satellite,0,1.180365,700,59005750.77,128654048.2,Y,High Risk
55355,Internet Content & Software,Media & Content,0,0.284062,29,4205309.632,5399877.771,Y,Low Risk
55448,Healthcare,Healthcare,-0.25,0,52,8909999.783,8909999.783,Y,Low Risk
55492,Finance,Finance,0,0,0,0,2007730.464,N,Low Risk
55647,Media,Media & Content,0,0,1,76221.23708,76221.23708,Y,0
55732,Consulting / Other Professional Services,Professional Services,0,0.038462,6,341681.4076,354823.0002,Y,Low Risk
55784,Higher Education,Research & Education,0,0,7000,0,283772249.1,N,Low Risk
55794,Internet Content & Software,Media & Content,0,1.494938,100,11696017.41,29180843.29,Y,High Risk
55853,K-12 Education,Research & Education,0,0,289,32955333.4,32955333.4,N,Low Risk
55873,Reseller,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56160,Manufacturing,Energy & Manufacturing,0,0.631083,70,20500884.46,33438635.18,N,Low Risk
56447,Consulting / Other Professional Services,Professional Services,0.675026,0.25202,1954,808598250.2,1012380984,N,Low Risk
56449,Cloud Service Provider,Data Center & Cloud Services,0,0,0,0,110643.0106,N,M
56554,Finance,Finance,0,0,0,0,0,N,Low Risk
56565,Pharmaceuticals,Healthcare,0,0.409473,20,2891150.372,4074998.914,N,High Risk
56962,Media,Media & Content,0,0.025,25,5256637.04,5388052.966,Y,Low Risk
57240,Media,Media & Content,0,-0.337129,118,16164158.9,10714755.72,N,High Risk
57357,Engineering,Professional Services,0,0.934222,42,15112831.49,29231572.46,Y,Low Risk
57387,Colo/Hosting,Data Center & Cloud Services,0,0,2,131415.926,131415.926,Y,0
57578,State/Local Government,Government,0,0,0,0,0,N,Low Risk
57779,Internet Content & Software,Media & Content,0,0.041096,1,95933.62598,99876.10376,Y,Low Risk
58037,Internet Content & Software,Media & Content,4.142857,7.026171,7,1103893.778,8860040.704,Y,High Risk
58220,Healthcare,Healthcare,0,0.023412,127724,76116104339,77898104296,0,0
58295,Healthcare,Healthcare,0,0,0,0,6805829.741,N,Low Risk
58472,Regional Carrier/ISP,Telecommunications,0,0,0,0,302256.6298,Y,High Risk
58489,Regional Carrier/ISP,Telecommunications,0,0.013514,10,972477.8524,985619.445,Y,Low Risk
58601,Regional Carrier/ISP,Telecommunications,0,1.822334,9,814778.7412,2299577.639,Y,M
58928,Consulting / Other Professional Services,Professional Services,0,0.075269,15,1222168.112,1314159.26,Y,High Risk
59153,Consulting / Other Professional Services,Professional Services,0,0.374311,32,4468141.484,6140618.094,Y,High Risk
59286,Non-Healthcare Insurance,Other Enterprise,0,0.050323,3400,3012027110,3163600232,N,Low Risk
59289,Consulting / Other Professional Services,Professional Services,0,0.03125,4,420530.9632,433672.5558,Y,Low Risk
59421,Engineering,Professional Services,0,0,0,0,0,N,0
59478,Regional Carrier/ISP,Telecommunications,0,1.531216,300,30488494.83,77172973.56,Y,Low Risk
59685,Media,Media & Content,0,0,2,157699.1112,157699.1112,Y,0
59871,Real Estate / Construction,Other Enterprise,0,0,1,69650.44078,69650.44078,Y,0
59909,Internet Content & Software,Media & Content,0,0,0,0,0,N,0
60029,Regional Carrier/ISP,Telecommunications,0,0,3,275973.4446,275973.4446,Y,0
60165,Reseller,Telecommunications,0,-0.011628,7,1130176.964,1117035.371,Y,Low Risk
60224,Finance,Finance,0,0.349852,130,29305751.5,39558414.66,N,Low Risk
60414,Retail,Other Enterprise,3,4.048571,3,183982.2964,928847.765,Y,M
60436,Internet Content & Software,Media & Content,0,0.015625,10,841061.9264,854203.519,Y,Low Risk
60437,Internet Content & Software,Media & Content,0,0,3,183982.2964,183982.2964,N,0
60443,Retail,Other Enterprise,0,0,30,10963788.9,10963788.9,N,Low Risk
60483,Cloud Service Provider,Data Center & Cloud Services,0,0,1,93305.30746,93305.30746,Y,0
60843,Higher Education,Research & Education,0,0,0,0,252792.9894,N,Low Risk
61023,Media,Media & Content,0.021659,0.231241,6002,1348508755,1660339035,N,Low Risk
61037,Research,Research & Education,0,0,90,0,46526850.58,N,Low Risk
61112,Consulting / Other Professional Services,Professional Services,-0.5,1.702703,40,4862389.262,13141592.6,N,0
61129,Internet Content & Software,Media & Content,0,0,5,407389.3706,407389.3706,Y,Low Risk
61470,Media,Media & Content,0,0,0,0,0,0,0
61518,K-12 Education,Research & Education,0.822917,1.620055,96,10038883.61,26302428.43,N,Low Risk
61621,Internet Content & Software,Media & Content,0,0.95884,10,1314159.26,2574227.725,Y,0
61781,Healthcare,Healthcare,0,0.009066,150,15769911.12,15912887.71,N,M
61847,Utilities,Energy & Manufacturing,0,1.992813,8300,1279334040,3828807818,N,Low Risk
61928,Health Insurance,Healthcare,0.046351,0.267316,7659,14526378721,18409513011,N,Low Risk
61973,Consulting / Other Professional Services,Professional Services,0,1.917286,42,7096460.004,20702404.21,Y,Low Risk
62577,Federal Government,Government,0,-0.018687,1400,166372562.3,163263516.5,N,Low Risk
62722,Finance,Finance,0,0,2,131415.926,131415.926,Y,0
62833,Finance,Finance,0,0.983618,4,446814.1484,886308.4297,N,Low Risk
63011,Consulting / Other Professional Services,Professional Services,0,0,2,144557.5186,144557.5186,Y,0
63093,Retail,Other Enterprise,0,0,1,74907.07782,74907.07782,Y,0
63162,Colo/Hosting,Data Center & Cloud Services,0,0.090909,1,144557.5186,157699.1112,Y,High Risk
63250,Healthcare,Healthcare,0,-0.132791,1329,91859732.27,79661629.8,N,Low Risk
63268,Colo/Hosting,Data Center & Cloud Services,0,-0.071143,1,159985.7483,157699.1112,0,Low Risk
63366,Consulting / Other Professional Services,Professional Services,0,0,3,302256.6298,302256.6298,Y,Low Risk
63436,Internet Content & Software,Media & Content,0,1.134787,11,933053.0746,1991869.876,Y,Low Risk
63475,Regional Carrier/ISP,Telecommunications,0,0.028571,10,919911.482,946194.6672,Y,Low Risk
63503,Consulting / Other Professional Services,Professional Services,0,0,2,183982.2964,183982.2964,Y,Low Risk
63698,Consulting / Other Professional Services,Professional Services,0,0,0,0,1343734.414,N,Low Risk
63791,Internet Content & Software,Media & Content,0,0,300,39996437.08,39424777.8,0,Low Risk
64115,Consulting / Other Professional Services,Professional Services,0,0,0,0,0,N,0
64127,Internet Content & Software,Media & Content,0,0,0,0,244595.2639,N,Low Risk
64135,Engineering,Professional Services,0,0.815765,1310,166241146.4,301854832.2,N,Low Risk
64275,,,0,0,3,900199.0931,900199.0931,Y,0
64487,Internet Content & Software,Media & Content,0,1.072904,61,8410619.264,17434408.15,Y,High Risk
64515,Consulting / Other Professional Services,Professional Services,0,0,5,512522.1114,512522.1114,Y,High Risk
64620,Regional Carrier/ISP,Telecommunications,0,0.462671,45,11433185.56,16722985.41,Y,Low Risk
64882,Regional Carrier/ISP,Telecommunications,0,1.708766,100,18529645.57,50192478.37,Y,High Risk
64940,Consulting / Other Professional Services,Professional Services,0,0.649873,30,4336725.558,7155046.538,Y,Low Risk
65212,Finance,Finance,0,4.206161,509,76352653.01,397504200.3,N,Low Risk
65300,Colo/Hosting,Data Center & Cloud Services,0,0.031915,2,123530.9704,127473.4482,Y,Low Risk
65332,Finance,Finance,0,0.010753,8,1222168.112,1235309.704,Y,Low Risk
65383,Finance,Finance,0,0,30,5125221.114,5125221.114,Y,Low Risk
65738,Media,Media & Content,0,0,5,617654.8522,617654.8522,Y,Low Risk
65817,Internet Content & Software,Media & Content,0,0,0,0,0,0,Low Risk
66142,Regional Carrier/ISP,Telecommunications,0,1.7944,41,5388052.966,15056372.58,Y,Low Risk
66194,State/Local Government,Government,0,0.245863,90,17346902.23,21611868.12,Y,Low Risk
66281,Consulting / Other Professional Services,Professional Services,0,0.090909,10,1445575.186,1576991.112,Y,High Risk
66476,Research,Research & Education,-0.105,0.074266,20000,24543238340,26365977233,N,Low Risk
66609,Reseller,Telecommunications,0,0.642244,24,2759734.446,4532158.124,Y,Low Risk
66825,Healthcare,Healthcare,0,-0.299544,100,10513274.08,7364081.967,Y,High Risk
67015,Transportation,Other Enterprise,0,-0.654522,25000,6359085243,2196925387,N,Low Risk
67036,Retail,Other Enterprise,0,1.040694,50,5913716.67,12068086.13,Y,Low Risk
67078,Healthcare,Healthcare,0,0,9877,2476434564,2476434564,N,Low Risk
67183,Finance,Finance,0,0.630206,2847,282018577.2,459748352.2,N,Low Risk
67184,Healthcare,Healthcare,0,0.120554,800,104737369.4,117363922,N,Low Risk
67207,Regional Carrier/ISP,Telecommunications,0,0.042553,6,617654.8522,643938.0374,Y,M
67210,Finance,Finance,1,0.85,2,262831.852,486238.9262,Y,0
67313,Regional Carrier/ISP,Telecommunications,0,0,1,0,54559.95,N,Low Risk
67373,Retail,Other Enterprise,0,0,226,69650440.78,69650440.78,N,Low Risk
67438,Colo/Hosting,Data Center & Cloud Services,0,-0.021136,42,6570796.3,6431917.264,Y,High Risk
67439,Consulting / Other Professional Services,Professional Services,0,1.672307,12,2102654.816,5618938.921,Y,Low Risk
67538,Media,Media & Content,0,2.679157,33,2628318.52,9669996.481,Y,Low Risk
67669,K-12 Education,Research & Education,0,0.922067,130,12878760.75,24753838.93,N,Low Risk
67683,Consulting / Other Professional Services,Professional Services,0,0,290,52566370.4,52566370.4,N,Low Risk
67734,Consulting / Other Professional Services,Professional Services,0,0,12,6570796.3,6570796.3,Y,Low Risk
67745,Legal,Professional Services,0,0.506729,40,6045132.596,9108374.751,Y,Low Risk
67857,Engineering,Professional Services,0,0,2,328539.815,328539.815,Y,Low Risk
68147,Wireless,Telecommunications,0,0,21,3416814.076,3416814.076,Y,High Risk
68182,Internet Content & Software,Media & Content,0,0.955755,38,4205309.632,8224554.025,Y,Low Risk
68186,Telecommunications Equipment Provider,Other Enterprise,0,0.030303,2,86734.51116,89362.82968,Y,M
68268,Higher Education,Research & Education,0,0,0,0,0,N,Low Risk
68439,Real Estate / Construction,Other Enterprise,0,0,5,407389.3706,407389.3706,Y,Low Risk
68499,Internet Content & Software,Media & Content,0,-0.037736,8,696504.4078,670221.2226,Y,Low Risk
68641,Internet Content & Software,Media & Content,0,0,0,0,272554.0022,N,Low Risk
68772,Transportation,Other Enterprise,0,0,0,0,0,N,0
69198,Regional Carrier/ISP,Telecommunications,0,0,0,0,170840.7038,Y,High Risk
69317,Higher Education,Research & Education,8,13.983519,2,210265.4816,3150516.786,N,High Risk
69427,Regional Carrier/ISP,Telecommunications,0,0.974849,42,8542035.19,16869229,Y,Low Risk
69559,Consulting / Other Professional Services,Professional Services,0,0,0,0,1181257.02,Y,Low Risk
69592,Internet Content & Software,Media & Content,0,0.677476,3364,397007512.4,665970749.3,N,Low Risk
69632,Higher Education,Research & Education,0,0,650,0,306195820.9,N,Low Risk
69935,State/Local Government,Government,0,0.333333,2,197123.889,262831.852,Y,High Risk
70105,Healthcare,Healthcare,0,-0.059285,10,3789338.801,3564687.218,N,Low Risk
70121,Internet Content & Software,Media & Content,-0.5,-0.462687,2,88048.67042,47309.73336,Y,Low Risk
70136,Colo/Hosting,Data Center & Cloud Services,0,0,0,0,0,N,Low Risk
70258,Colo/Hosting,Data Center & Cloud Services,0,0,2,102504.4223,102504.4223,Y,0
70287,Telecommunications Equipment Provider,Other Enterprise,0,0,5,657079.63,657079.63,Y,High Risk
70476,Wireless,Telecommunications,0,-0.447117,316,440313002.5,243441432.1,Y,Low Risk
70520,VOIP/VSP,Telecommunications,0,0,0,0,105621.608,N,M
70578,Consulting / Other Professional Services,Professional Services,0,0.66942,33,5782300.744,9653089.822,Y,Low Risk
70716,Internet Content & Software,Media & Content,0,-0.222894,25,2496902.594,1940357.462,N,High Risk
70936,State/Local Government,Government,0,1.278457,60,4862389.262,11078743.67,Y,Low Risk
71153,Regional Carrier/ISP,Telecommunications,0,0.019231,12,683362.8152,696504.4078,Y,Low Risk
71212,Healthcare,Healthcare,0.045795,0.845619,2271,133124333,245696814.6,N,Low Risk
71276,Internet Content & Software,Media & Content,0,0,1,0,0,Y,0
71552,,,0,1.720954,23,2891150.372,7866686.118,Y,Low Risk
71613,Telecommunications Equipment Provider,Other Enterprise,0,0,10,2299778.705,2299778.705,Y,Low Risk
71679,Regional Carrier/ISP,Telecommunications,0,1.412846,53,8936282.968,21561872.25,Y,M
71707,Internet Content & Software,Media & Content,0,0.095238,3,275973.4446,302256.6298,Y,High Risk
71893,Wireless,Telecommunications,0,1.84467,50,8410619.264,23925434.99,Y,High Risk
72027,Utilities,Energy & Manufacturing,0,-0.022867,80,65138366.95,63648834.45,N,Low Risk
72073,Internet Content & Software,Media & Content,0,-0.018519,8,709646.0004,696504.4078,Y,High Risk
72086,Regional Carrier/ISP,Telecommunications,0,0.011111,9,1182743.334,1195884.927,Y,Low Risk
72192,Internet Content & Software,Media & Content,0,0,2,157699.1112,157699.1112,Y,Low Risk
72221,Real Estate / Construction,Other Enterprise,0,0,8,722787.593,722787.593,Y,Low Risk
72243,Internet Content & Software,Media & Content,0,0,6,1140690.238,1140690.238,Y,High Risk
72333,Retail,Other Enterprise,0,0.616873,10,1195884.927,1933593.484,Y,Low Risk
72413,Higher Education,Research & Education,0,0,0,0,0,N,Low Risk
72451,Internet Content & Software,Media & Content,0,-0.064428,482,227918582.9,213234167.4,N,Low Risk
72535,Real Estate / Construction,Other Enterprise,0,4.583079,70,4599557.41,25679690.41,Y,Low Risk
72655,RLEC,Telecommunications,0,0,8,1314159.26,1314159.26,Y,Low Risk
72680,Regional Carrier/ISP,Telecommunications,0,0,28,828246.2453,828246.2453,Y,0
72746,Internet Content & Software,Media & Content,0.3,1.327631,50,7753539.634,18047381.97,N,M
72954,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72992,Media,Media & Content,0,0,3,381106.1854,381106.1854,Y,0
73070,RLEC,Telecommunications,0,0.54335,35,7096460.004,7096460.004,Y,Low Risk
73071,Consulting / Other Professional Services,Professional Services,0,-0.058824,3,223407.0742,210265.4816,Y,Low Risk
73121,Wireless,Telecommunications,0,0,2,98561.9445,98561.9445,N,0
73195,Retail,Other Enterprise,0,0,3,236548.6668,236548.6668,Y,0
73334,Internet Content & Software,Media & Content,0,0,0,0,0,0,Low Risk
73402,Research,Research & Education,0,0,930,0,62750350.34,N,High Risk
73562,Real Estate / Construction,Other Enterprise,0,0,0,0,0,N,0
73642,State/Local Government,Government,0,0.773513,1400,173863270.1,308348723.9,N,Low Risk
73933,Retail,Other Enterprise,0,0,0,0,281042.1569,Y,M
73978,Transportation,Other Enterprise,0.058824,0.034192,28900,8435962825,8724406327,N,Low Risk
74047,Regional Carrier/ISP,Telecommunications,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
74148,Regional Carrier/ISP,Telecommunications,0,0,0,0,0,N,0
74155,Colo/Hosting,Data Center & Cloud Services,0,0,15,0,2588318.14,Y,High Risk
74214,Finance,Finance,0,0.507678,1000,48361060.77,72912921.31,N,Low Risk
74684,Finance,Finance,0,0.370704,15,2628318.52,3602645.394,Y,High Risk
74741,Regional Carrier/ISP,Telecommunications,0,3.089966,9,1182743.334,4837379.497,Y,Low Risk
74742,Healthcare,Healthcare,0,9.870429,380,4829681.152,52500704.49,N,High Risk
75108,Consulting / Other Professional Services,Professional Services,0,0,200,59729852.53,59729852.53,Y,Low Risk
75200,Consulting / Other Professional Services,Professional Services,1.5,3.474305,28,1839822.964,8231929.087,Y,Low Risk
75210,Internet Content & Software,Media & Content,0,0.018868,1,69650.44078,70964.60004,Y,Low Risk
75274,Consulting / Other Professional Services,Professional Services,0,0,9,29756.50812,29756.50812,N,M
75328,Telecommunications Equipment Provider,Other Enterprise,0,1.65662,787,138380970.1,367625630.4,N,M
75333,Finance,Finance,0,0,18,3022566.298,3022566.298,Y,Low Risk
75340,Consulting / Other Professional Services,Professional Services,1.5,7.498174,6,407389.3706,3462065.836,Y,Low Risk
75362,Media,Media & Content,0,-0.083333,4,315398.2224,289115.0372,Y,M
75494,Internet Content & Software,Media & Content,0,0,23,1162369.923,1162369.923,Y,High Risk
75527,Consulting / Other Professional Services,Professional Services,0,13.759961,15,2365486.668,34914491.23,Y,Low Risk
75612,Internet Content & Software,Media & Content,0,0,5,420530.9632,420530.9632,Y,0
75637,Consulting / Other Professional Services,Professional Services,0,0,0,0,648475.8293,N,0
75695,Internet Content & Software,Media & Content,0,0,1,70964.60004,70964.60004,Y,0
75854,Manufacturing,Energy & Manufacturing,0,0.100344,98,22603539.27,24871665.14,N,Low Risk
76014,Real Estate / Construction,Other Enterprise,0,1.873978,60,10119026.3,29081863.44,Y,Low Risk
76154,Internet Content & Software,Media & Content,0,0.282918,250,73592918.56,94413683.84,N,Low Risk
76157,Internet Content & Software,Media & Content,0,0.75992,60,7359291.856,12951764.92,Y,High Risk
76423,Internet Content & Software,Media & Content,0,0.0625,3,210265.4816,223407.0742,Y,Low Risk
76424,Internet Content & Software,Media & Content,0,0,2,144557.5186,144557.5186,Y,M
76672,Consulting / Other Professional Services,Professional Services,0,0,7,630796.4448,630796.4448,Y,0
76694,Regional Carrier/ISP,Telecommunications,0,0,2,197123.889,197123.889,Y,0
76995,Wireless,Telecommunications,0,1.981217,15,1301017.667,3878616.211,Y,Low Risk
77072,Consulting / Other Professional Services,Professional Services,0,0,0,0,0,N,Low Risk
77231,Finance,Finance,0,0,4,315398.2224,315398.2224,Y,Low Risk
77255,Internet Content & Software,Media & Content,0,1.571739,65,10250442.23,26361461.78,Y,Low Risk
77294,Legal,Professional Services,0,0.240244,279,42447344.1,52645043.86,N,M
77380,Media,Media & Content,0,0.046875,5,841061.9264,880486.7042,Y,Low Risk
77467,Internet Content & Software,Media & Content,0,0.417976,25,2891150.372,4099581.577,Y,Low Risk
77505,Oil & Gas,Energy & Manufacturing,0,2.537367,45,6176548.522,21848717.73,Y,Low Risk
77574,Real Estate / Construction,Other Enterprise,0,0,1,157699.1112,157699.1112,Y,0
77591,Real Estate / Construction,Other Enterprise,0,1.900057,199,15507079.27,44971416.93,N,Low Risk
77720,Consulting / Other Professional Services,Professional Services,0,3.247234,34,3942477.78,16744626.99,Y,Low Risk
77872,Consulting / Other Professional Services,Professional Services,0,-1,3,170840.7038,0,N,Low Risk
77944,Healthcare,Healthcare,0,1.981054,300,31671238.17,94413683.84,N,Low Risk
77953,Retail,Other Enterprise,0,0,3,821349.5375,821349.5375,Y,Low Risk
78013,Non-Healthcare Insurance,Other Enterprise,0,0.277968,181,15638495.19,19985493.53,N,Low Risk
78123,Finance,Finance,0,0,2,130101.7667,130101.7667,Y,0
78216,Consulting / Other Professional Services,Professional Services,0,0,140,20318601.37,20318601.37,Y,High Risk
78270,Commercial Systems Integrator,Professional Services,0,0,0,0,0,N,0
78399,Regional Carrier/ISP,Telecommunications,3.875,7.370102,8,1077610.593,9019711.054,Y,Low Risk
78483,Utilities,Energy & Manufacturing,0,0.105798,4303,5938685696,6566985238,N,Low Risk
78609,Consulting / Other Professional Services,Professional Services,-0.011745,-0.197715,596,133918085.2,107440404.5,N,Low Risk
78610,Cable & Satellite,CATV/Satellite,0,-0.75435,50,14455751.86,3551055.444,Y,High Risk
78619,Consulting / Other Professional Services,Professional Services,0,0.63578,53,8279203.338,13542957.86,Y,M
78809,Colo/Hosting,Data Center & Cloud Services,0,0,3,262831.852,262831.852,Y,M
78915,Reseller,Telecommunications,0,0.023256,2,113017.6964,115646.0149,Y,Low Risk
78947,Healthcare,Healthcare,0,0.435767,30,4205309.632,6037846.897,N,Low Risk
78959,Finance,Finance,0,0,3,1044756.612,1044756.612,Y,0
79051,Utilities,Energy & Manufacturing,0.216667,0.018461,300,147894530.4,150624872.3,N,Low Risk
79088,Colo/Hosting,Data Center & Cloud Services,0,0.026316,4,499380.5188,512522.1114,Y,Low Risk
79218,Consulting / Other Professional Services,Professional Services,-0.122862,-0.006774,1286,476108072.5,472883125.6,N,Low Risk
79266,K-12 Education,Research & Education,0,0,234,0,0,N,Low Risk
79312,Colo/Hosting,Data Center & Cloud Services,0,0,0,0,0,N,Low Risk
79345,Consulting / Other Professional Services,Professional Services,0,0,0,0,0,0,Low Risk
79526,Internet Content & Software,Media & Content,0,0,1,170840.7038,170840.7038,Y,Low Risk
79898,Hospitality,Other Enterprise,0,2.38283,66,11170353.71,37787405.01,Y,Low Risk
79906,Internet Content & Software,Media & Content,0,4.548962,650,46126990.03,255956929,Y,Low Risk
79932,Internet Content & Software,Media & Content,0,0,8,762212.3708,762212.3708,Y,High Risk
79948,Media,Media & Content,0,1.309389,65,7227875.93,16691973.88,N,High Risk
79953,Reseller,Telecommunications,0,0.057143,3,466625.0992,486238.9262,0,Low Risk
80147,Media,Media & Content,0,-0.157895,3,249690.2594,210265.4816,Y,Low Risk
80327,Consulting / Other Professional Services,Professional Services,0,0,0,0,0,0,High Risk
80463,Manufacturing,Energy & Manufacturing,0,0.578561,17,3022566.298,4771304.884,N,High Risk
80492,Internet Content & Software,Media & Content,0,0,0,0,7963100.726,Y,High Risk
80548,Healthcare,Healthcare,0,0,65,4073893.706,4073893.706,Y,High Risk
80581,Consulting / Other Professional Services,Professional Services,0.818182,7.500426,22,1971238.89,16756370.31,Y,Low Risk
80944,Regional Carrier/ISP,Telecommunications,0,0,0,0,0,N,0
81504,Regional Carrier/ISP,Telecommunications,0.2,0,25,3285398.15,3285398.15,Y,Low Risk
81647,VOIP/VSP,Telecommunications,0,0,1,69650.44078,69650.44078,Y,M
81677,Internet Content & Software,Media & Content,0,0.043478,3,302256.6298,315398.2224,Y,High Risk
81711,State/Local Government,Government,0,0,0,0,0,N,Low Risk
81736,Wireless,Telecommunications,0,0,2,131415.926,131415.926,Y,0
81943,Healthcare,Healthcare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82117,Internet Content & Software,Media & Content,0,-0.256123,21,3153982.224,2346173.784,N,High Risk
82286,Internet Content & Software,Media & Content,0,1.864566,40,6965044.078,19951827.4,Y,Low Risk
82421,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
82668,Finance,Finance,0,0.034483,4,381106.1854,394247.778,Y,Low Risk
82701,Regional Carrier/ISP,Telecommunications,0,0,8,959336.2598,959336.2598,Y,0
82827,High Frequency Trading,Finance,0,0,0,0,0,N,0
82891,Cable & Satellite,CATV/Satellite,0,1.878035,11,1445575.186,4160416.638,Y,Low Risk
82896,Internet Content & Software,Media & Content,0,0,10,1287876.075,1287876.075,Y,Low Risk
83450,Internet Content & Software,Media & Content,0,0,0,0,0,N,0
83549,Internet Content & Software,Media & Content,2.3,8.035387,30,3679645.928,33247024.19,Y,Low Risk
83590,Finance,Finance,0,0.647071,50,3679645.928,6060639.675,Y,Low Risk
83705,Manufacturing,Energy & Manufacturing,0,0.044088,31000,11061541323,11549225825,N,Low Risk
83740,Internet Content & Software,Media & Content,0,0,0,0,0,0,High Risk
83874,State/Local Government,Government,0,0,390,0,0,N,Low Risk
84154,Consulting / Other Professional Services,Professional Services,0,0.495596,54,12250031.48,18321092.43,N,Low Risk
84188,Consulting / Other Professional Services,Professional Services,0,0.086793,3300,1632930929,1774657749,N,Low Risk
